state,county,county_fips
Florida,Gulf,12045
North Carolina,Mitchell,37121
Iowa,Hamilton,19079
Georgia,Oglethorpe,13221
South Dakota,Clay,46027
Minnesota,Sibley,27143
Kentucky,Larue,21123
Georgia,Jasper,13159
Virginia,Clarke,51043
Tennessee,Bledsoe,47007
Texas,Karnes,48255
Missouri,Gasconade,29073
Georgia,Jeff Davis,13161
Illinois,Pike,17149
Virginia,Nelson,51125
Louisiana,LaSalle,22059
Alabama,Hale,01065
Iowa,Kossuth,19109
Minnesota,Renville,27129
Texas,Nolan,48353
Kentucky,Pendleton,21191
Iowa,Harrison,19085
Wyoming,Carbon,56007
Iowa,Mills,19129
Michigan,Gogebic,26053
Virginia,Falls Church,51610
Pennsylvania,Fulton,42057
Arkansas,Clay,05021
Illinois,Moultrie,17139
Ohio,Harrison,39067
Utah,San Juan,49037
Missouri,Dent,29065
Tennessee,Cannon,47015
Florida,Jefferson,12065
West Virginia,Wetzel,54103
Colorado,Las Animas,08071
Kansas,Bourbon,20011
Missouri,Livingston,29117
Idaho,Franklin,16041
Iowa,Butler,19023
Missouri,Cedar,29039
Mississippi,Smith,28129
Oklahoma,Choctaw,40023
Kentucky,Knott,21119
Nebraska,Saline,31151
West Virginia,Hardy,54031
Ohio,Noble,39121
Nebraska,York,31185
Alabama,Clay,01027
Louisiana,Claiborne,22027
Wisconsin,Rusk,55107
Kentucky,Trigg,21221
South Carolina,Calhoun,45017
Oklahoma,Craig,40035
Kentucky,Estill,21065
Iowa,O'Brien,19141
Illinois,Massac,17127
North Carolina,Swain,37173
Oklahoma,Atoka,40005
Minnesota,Wadena,27159
Virginia,Dickenson,51051
North Dakota,McKenzie,38053
Wisconsin,Price,55099
Massachusetts,Nantucket,25019
Iowa,Allamakee,19005
West Virginia,Roane,54087
Georgia,Screven,13251
Texas,Reeves,48389
Minnesota,Pennington,27113
Tennessee,Crockett,47033
Minnesota,Faribault,27043
Alaska,Ketchikan Gateway,02130
Texas,Zapata,48505
Mississippi,Walthall,28147
Alabama,Lamar,01075
Texas,Callahan,48059
Ohio,Morgan,39115
Kentucky,Morgan,21175
Oklahoma,Murray,40099
North Carolina,Chowan,37041
Illinois,White,17193
Indiana,Newton,18111
Virginia,Madison,51113
Illinois,Washington,17189
Montana,Glacier,30035
Florida,Calhoun,12013
Arkansas,Izard,05065
Texas,Trinity,48455
Wyoming,Converse,56009
Tennessee,Stewart,47161
South Dakota,Oglala Lakota,46102
Mississippi,Greene,28041
Louisiana,Winn,22127
Texas,Comanche,48093
Kentucky,Breathitt,21025
Washington,Pend Oreille,53051
Texas,Madison,48313
Tennessee,Grundy,47061
Virginia,Martinsville,51690
Idaho,Fremont,16043
Colorado,Archuleta,08007
Kentucky,Union,21225
Florida,Hamilton,12047
Illinois,Ford,17053
Oklahoma,Hughes,40063
Ohio,Monroe,39111
Idaho,Shoshone,16079
Missouri,Osage,29151
Wisconsin,Buffalo,55011
Illinois,Johnson,17087
South Carolina,Bamberg,45009
Virginia,Amelia,51007
Kansas,Jackson,20085
Illinois,Clay,17025
Colorado,Moffat,08081
California,Mono,06051
Alabama,Crenshaw,01041
Michigan,Crawford,26039
Mississippi,Calhoun,28013
Iowa,Cass,19029
Montana,Big Horn,30003
Kentucky,Powell,21197
Michigan,Presque Isle,26141
Illinois,Mason,17125
Alaska,Kodiak Island,02150
Kentucky,Lewis,21135
North Carolina,Perquimans,37143
Utah,Millard,49027
Texas,Lamb,48279
Arkansas,Lincoln,05079
Kentucky,Jackson,21109
Louisiana,Bienville,22013
Illinois,Cass,17017
Kentucky,Webster,21233
Iowa,Wright,19197
Tennessee,Meigs,47121
Texas,Wilbarger,48487
Ohio,Vinton,39163
Arkansas,Howard,05061
Kentucky,Bath,21011
Mississippi,Amite,28005
Alabama,Choctaw,01023
Missouri,Madison,29123
Tennessee,Lewis,47101
Kentucky,Caldwell,21033
Mississippi,Tallahatchie,28135
Georgia,Telfair,13271
Montana,Sanders,30089
Wyoming,Goshen,56015
Kansas,Allen,20001
Georgia,Charlton,13049
Georgia,Towns,13281
Texas,Camp,48063
West Virginia,Braxton,54007
Mississippi,Yalobusha,28161
Indiana,Pulaski,18131
Virginia,Poquoson,51735
Minnesota,Chippewa,27023
West Virginia,Monroe,54063
Georgia,Bleckley,13023
Arkansas,Stone,05137
New Mexico,Colfax,35007
Utah,Morgan,49029
Kentucky,Butler,21031
Iowa,Grundy,19075
Texas,Dawson,48115
Idaho,Boundary,16021
Texas,Newton,48351
North Carolina,Pamlico,37137
Missouri,Mississippi,29133
North Dakota,Rolette,38079
Michigan,Lake,26085
Illinois,Menard,17129
Kentucky,Todd,21219
Iowa,Appanoose,19007
Florida,Franklin,12037
Montana,Jefferson,30043
Texas,Rains,48379
Indiana,Pike,18125
Alabama,Sumter,01119
Arkansas,Fulton,05049
Kentucky,Edmonson,21061
Florida,Glades,12043
Georgia,Crawford,13079
Oregon,Morrow,41049
Virginia,Northampton,51131
Washington,Skamania,53059
Iowa,Union,19175
Georgia,Macon,13193
Indiana,Blackford,18009
Minnesota,Koochiching,27071
Idaho,Owyhee,16073
Kentucky,Washington,21229
Arkansas,Little River,05081
Iowa,Lyon,19119
Illinois,Greene,17061
Virginia,Northumberland,51133
Texas,Morris,48343
Virginia,Lunenburg,51111
West Virginia,Summers,54089
Colorado,Prowers,08099
Montana,Custer,30017
Iowa,Chickasaw,19037
Utah,Juab,49023
Mississippi,Lawrence,28077
Missouri,Linn,29115
Kansas,Marion,20115
Missouri,DeKalb,29063
Idaho,Valley,16085
Texas,Terry,48445
Idaho,Teton,16081
Missouri,Douglas,29067
Illinois,Marshall,17123
Iowa,Shelby,19165
Tennessee,Jackson,47087
Wyoming,Big Horn,56003
Missouri,Barton,29011
Oklahoma,Haskell,40061
Kentucky,Magoffin,21153
Texas,Red River,48387
North Dakota,Ramsey,38071
Texas,Blanco,48031
Iowa,Cherokee,19035
Tennessee,Trousdale,47169
Michigan,Iron,26071
Alabama,Conecuh,01035
Virginia,Charlotte,51037
Mississippi,Perry,28111
New Mexico,Sierra,35051
Montana,Fergus,30027
Georgia,Heard,13149
Tennessee,Decatur,47039
Minnesota,Cottonwood,27033
Colorado,Rio Grande,08105
Missouri,Montgomery,29139
Texas,Live Oak,48297
Virginia,Greensville,51081
Montana,Richland,30083
Oklahoma,Okfuskee,40107
Texas,Ward,48475
Kentucky,Monroe,21171
Illinois,Wabash,17185
Minnesota,Pope,27121
Kentucky,Martin,21159
Mississippi,Jefferson Davis,28065
Arkansas,Desha,05041
Georgia,Dooly,13093
Kentucky,Owen,21187
South Dakota,Lake,46079
Minnesota,Watonwan,27165
Kentucky,Green,21087
North Carolina,Clay,37043
Georgia,McIntosh,13191
Georgia,Bacon,13005
Missouri,Wayne,29223
North Carolina,Washington,37187
Washington,Lincoln,53043
West Virginia,Grant,54023
North Carolina,Alleghany,37005
Oklahoma,Noble,40103
Georgia,Candler,13043
Oklahoma,Washita,40149
Alaska,North Slope,02185
Minnesota,Lake,27075
Louisiana,St. Helena,22091
Virginia,Lancaster,51103
Virginia,Sussex,51183
Oklahoma,Pushmataha,40127
Michigan,Mackinac,26097
Kentucky,Carroll,21041
Missouri,Ripley,29181
North Dakota,Barnes,38003
Iowa,Louisa,19115
Montana,Roosevelt,30085
Iowa,Hancock,19081
Nebraska,Box Butte,31013
Georgia,Evans,13109
Georgia,Early,13099
Virginia,Middlesex,51119
Iowa,Winnebago,19189
Nebraska,Red Willow,31145
Missouri,Bollinger,29017
Montana,Carbon,30009
Iowa,Guthrie,19077
Idaho,Washington,16087
Virginia,Essex,51057
Nebraska,Custer,31041
Nebraska,Colfax,31037
North Dakota,Walsh,38099
North Carolina,Camden,37029
Iowa,Mitchell,19131
Indiana,Crawford,18025
North Carolina,Gates,37073
Kentucky,Leslie,21131
Arkansas,Bradley,05011
Illinois,Cumberland,17035
Texas,Franklin,48159
Alabama,Wilcox,01131
Oklahoma,Johnston,40069
South Dakota,Butte,46019
Missouri,Ralls,29173
Alabama,Coosa,01037
Alabama,Bullock,01011
Kentucky,Metcalfe,21169
Texas,Clay,48077
Iowa,Montgomery,19137
Mississippi,Noxubee,28103
South Dakota,Roberts,46109
Michigan,Alcona,26001
Arkansas,Chicot,05017
Kansas,Nemaha,20131
Arkansas,Pike,05109
Oklahoma,Love,40085
Alabama,Lowndes,01085
Nebraska,Holt,31089
Missouri,Howard,29089
Arkansas,Perry,05105
Louisiana,Madison,22065
Iowa,Keokuk,19107
Alaska,Nome,02180
Iowa,Franklin,19069
Kansas,Marshall,20117
Minnesota,Jackson,27063
Missouri,Lewis,29111
Texas,Sabine,48403
Georgia,Lanier,13173
Texas,Duval,48131
Mississippi,Webster,28155
Colorado,Yuma,08125
Mississippi,Carroll,28015
Texas,Ochiltree,48357
Utah,Emery,49015
Indiana,Switzerland,18155
Iowa,Calhoun,19025
Georgia,Pulaski,13235
Missouri,Grundy,29079
Arkansas,Scott,05127
Indiana,Martin,18101
Texas,Runnels,48399
Texas,Parmer,48369
Minnesota,Swift,27151
Mississippi,Montgomery,28097
Louisiana,West Carroll,22123
Mississippi,Tunica,28143
North Dakota,McLean,38055
Iowa,Sac,19161
Iowa,Clarke,19039
Idaho,Benewah,16009
Nebraska,Wayne,31179
Texas,Zavala,48507
Virginia,Cumberland,51049
Kansas,Linn,20107
Minnesota,Stevens,27149
Utah,Grand,49019
Texas,Marion,48315
Minnesota,Rock,27133
Louisiana,Caldwell,22021
North Dakota,Mountrail,38061
South Carolina,McCormick,45065
Georgia,Wilkes,13317
Iowa,Humboldt,19091
Minnesota,Yellow Medicine,27173
Missouri,Iron,29093
Oklahoma,Latimer,40077
Nebraska,Cheyenne,31033
Georgia,Irwin,13155
Kansas,Brown,20013
Arizona,Greenlee,04011
Iowa,Howard,19089
Montana,Beaverhead,30001
Oklahoma,Nowata,40105
Texas,Brewster,48043
Kansas,Rice,20159
Montana,Deer Lodge,30023
Colorado,Clear Creek,08019
Georgia,Chattahoochee,13053
Nebraska,Hamilton,31081
Minnesota,Pipestone,27117
South Dakota,Todd,46121
Iowa,Emmet,19063
Texas,Somervell,48425
Missouri,St. Clair,29185
South Dakota,Charles Mix,46023
Kentucky,Clinton,21053
Illinois,Jasper,17079
North Carolina,Jones,37103
Michigan,Montmorency,26119
Texas,Stephens,48429
Wisconsin,Forest,55041
Georgia,Johnson,13167
Kansas,Pratt,20151
Kentucky,McLean,21149
Georgia,Seminole,13253
Iowa,Davis,19051
Kentucky,Hancock,21091
Mississippi,Claiborne,28021
Minnesota,Marshall,27089
Kansas,Cloud,20029
Georgia,Terrell,13273
Nebraska,Cuming,31039
Nevada,White Pine,32033
Kentucky,Livingston,21139
Mississippi,Kemper,28069
Kentucky,Crittenden,21055
Montana,Stillwater,30095
Virginia,Richmond,51159
Nebraska,Phelps,31137
Texas,Mitchell,48335
Iowa,Palo Alto,19147
Montana,Dawson,30021
Louisiana,Catahoula,22025
Georgia,Turner,13287
Missouri,Caldwell,29025
Michigan,Alger,26003
Georgia,Wilkinson,13319
Georgia,Wilcox,13315
Idaho,Clearwater,16035
Iowa,Greene,19073
Wyoming,Sublette,56035
Missouri,Oregon,29149
Montana,Madison,30057
Kentucky,Lyon,21143
Kentucky,Gallatin,21077
Indiana,Benton,18007
Georgia,Jenkins,13165
Missouri,Ozark,29153
Georgia,Montgomery,13209
South Dakota,Turner,46125
Texas,Dimmit,48127
Iowa,Monona,19133
Missouri,Monroe,29137
Kansas,Wilson,20205
Iowa,Lucas,19117
Arkansas,Lee,05077
Oklahoma,Blaine,40011
Oklahoma,Woods,40151
California,Modoc,06049
Texas,Archer,48009
New Mexico,Quay,35037
Wyoming,Platte,56031
Georgia,Hancock,13141
Texas,Jack,48237
Arkansas,Montgomery,05097
Minnesota,Clearwater,27029
Virginia,Mathews,51115
Wyoming,Johnson,56019
Mississippi,Wilkinson,28157
South Dakota,Custer,46033
Missouri,Carroll,29033
Kentucky,Trimble,21223
West Virginia,Ritchie,54085
Alabama,Perry,01105
Alaska,Sitka,02220
Indiana,Warren,18171
Missouri,Maries,29125
Missouri,Hickory,29085
Oklahoma,Kiowa,40075
Tennessee,Perry,47135
Kentucky,Bracken,21023
Missouri,Daviess,29061
Nebraska,Knox,31107
Nebraska,Cedar,31027
Nebraska,Butler,31023
Alaska,Kusilvak,02158
North Dakota,Mercer,38057
West Virginia,Webster,54101
West Virginia,Tyler,54095
Kansas,Coffey,20031
Montana,Rosebud,30087
Nebraska,Keith,31101
Arkansas,Nevada,05099
Nebraska,Dawes,31045
Georgia,Atkinson,13003
Michigan,Oscoda,26135
Tennessee,Houston,47083
Michigan,Baraga,26013
Texas,Hamilton,48193
Arkansas,Prairie,05117
Mississippi,Choctaw,28019
Oregon,Lake,41037
Virginia,Franklin,51620
Missouri,Harrison,29081
Minnesota,Murray,27101
Florida,Lafayette,12067
Kansas,Clay,20027
Colorado,San Miguel,08113
South Carolina,Allendale,45005
Michigan,Schoolcraft,26153
West Virginia,Clay,54015
North Carolina,Graham,37075
Idaho,Lemhi,16059
Illinois,Hamilton,17065
North Dakota,Traill,38097
Georgia,Twiggs,13289
West Virginia,Pocahontas,54075
Texas,San Augustine,48405
Idaho,Power,16077
Kansas,Thomas,20193
Arkansas,Searcy,05129
Nebraska,Richardson,31147
West Virginia,Doddridge,54017
Utah,Kane,49025
Idaho,Boise,16015
Texas,Coleman,48083
Georgia,Taylor,13269
Kansas,Anderson,20003
Mississippi,Humphreys,28053
Kentucky,Ballard,21007
Georgia,Lincoln,13181
Wyoming,Washakie,56043
Alabama,Greene,01063
Florida,Liberty,12077
Mississippi,Franklin,28037
Iowa,Decatur,19053
Alaska,Northwest Arctic,02188
Oklahoma,Major,40093
Nebraska,Merrick,31121
Texas,McCulloch,48307
Mississippi,Benton,28009
Louisiana,Red River,22081
Texas,Yoakum,48501
West Virginia,Pleasants,54073
Kentucky,Nicholas,21181
Missouri,Dade,29057
Tennessee,Clay,47027
Texas,Winkler,48495
Iowa,Monroe,19135
Colorado,Conejos,08021
Montana,Valley,30105
Georgia,Wheeler,13309
Arkansas,Cleveland,05025
South Dakota,Grant,46051
Georgia,Marion,13197
Kansas,Doniphan,20043
Oregon,Harney,41025
Iowa,Adair,19001
West Virginia,Gilmer,54021
Oregon,Wallowa,41063
Virginia,Rappahannock,51157
Iowa,Worth,19195
Missouri,Chariton,29041
Colorado,Lake,08065
South Dakota,Hutchinson,46067
Texas,Castro,48069
Kentucky,Elliott,21063
Louisiana,East Carroll,22035
Kansas,Kingman,20095
Wisconsin,Pepin,55091
Virginia,Lexington,51678
Kentucky,Lee,21129
Kansas,Grant,20067
Vermont,Grand Isle,50013
Nebraska,Pierce,31139
Washington,Ferry,53019
Wyoming,Crook,56011
Arkansas,Newton,05101
Oregon,Grant,41023
Mississippi,Jefferson,28063
Iowa,Van Buren,19177
Nebraska,Jefferson,31095
Texas,Dallam,48111
Missouri,Shannon,29203
Utah,Beaver,49001
Texas,Goliad,48175
South Dakota,Fall River,46047
Iowa,Pocahontas,19151
Texas,Brooks,48047
Idaho,Caribou,16029
Indiana,Union,18161
Colorado,Kit Carson,08063
Montana,Blaine,30005
Nebraska,Nemaha,31127
South Dakota,Bon Homme,46009
Oklahoma,Tillman,40141
Alaska,Chugach,02063
Montana,Powell,30077
Texas,Swisher,48437
Montana,Broadwater,30007
Iowa,Ida,19093
Texas,La Salle,48283
Pennsylvania,Forest,42053
Kansas,Wabaunsee,20197
Texas,Bailey,48017
Tennessee,Lake,47095
Colorado,Huerfano,08055
Alaska,Southeast Fairbanks,02240
Illinois,Schuyler,17169
Wyoming,Weston,56045
North Dakota,Pembina,38067
Arkansas,Monroe,05095
Texas,Childress,48075
Virginia,Charles City,51036
West Virginia,Tucker,54093
Minnesota,Lac qui Parle,27073
Tennessee,Hancock,47067
Texas,Refugio,48391
Nebraska,Burt,31021
Nebraska,Thurston,31173
Georgia,Clinch,13065
Kansas,Russell,20167
Missouri,Clark,29045
Virginia,Galax,51640
Virginia,King and Queen,51097
Nebraska,Kearney,31099
Virginia,Buena Vista,51530
Iowa,Fremont,19071
Nevada,Pershing,32027
Kentucky,Wolfe,21237
Tennessee,Moore,47127
Virginia,Surry,51181
Colorado,Rio Blanco,08103
Iowa,Wayne,19185
Kentucky,Fulton,21075
Nebraska,Howard,31093
Arkansas,Dallas,05039
Minnesota,Norman,27107
Minnesota,Wilkin,27167
Colorado,Saguache,08109
Idaho,Bear Lake,16007
Georgia,Treutlen,13283
North Dakota,Bottineau,38009
Kansas,Ellsworth,20053
Illinois,Henderson,17071
Georgia,Randolph,13243
South Dakota,Spink,46115
South Dakota,Moody,46101
Illinois,Brown,17009
Nebraska,Antelope,31003
Kansas,Pawnee,20145
West Virginia,Calhoun,54013
Arkansas,Lafayette,05073
Arkansas,Woodruff,05147
Virginia,Bland,51021
Montana,Teton,30099
Missouri,Gentry,29075
South Dakota,Hamlin,46057
Illinois,Edwards,17047
Tennessee,Van Buren,47175
Kentucky,Menifee,21165
Texas,Presidio,48377
West Virginia,Pendleton,54071
Iowa,Osceola,19143
Wisconsin,Iron,55051
Mississippi,Quitman,28119
Missouri,Reynolds,29179
Minnesota,Grant,27051
Nebraska,Clay,31035
Missouri,Shelby,29205
Kansas,Greenwood,20073
Montana,Pondera,30073
Missouri,Sullivan,29211
Vermont,Essex,50009
Indiana,Ohio,18115
Kentucky,Cumberland,21057
North Dakota,Benson,38005
Kansas,Sherman,20181
Georgia,Miller,13201
Iowa,Taylor,19173
Montana,Chouteau,30015
Pennsylvania,Sullivan,42113
Michigan,Ontonagon,26131
Colorado,Gilpin,08047
Kansas,Mitchell,20123
Nebraska,Stanton,31167
Texas,Carson,48065
Alaska,Prince of Wales-Hyder,02198
Georgia,Talbot,13263
Colorado,Crowley,08025
Texas,San Saba,48411
Kansas,Ottawa,20143
Texas,Garza,48169
Nevada,Lander,32015
Virginia,Covington,51580
Kansas,Gray,20069
South Dakota,McCook,46087
Oklahoma,Alfalfa,40003
Virginia,Emporia,51595
North Dakota,Ransom,38073
Iowa,Audubon,19009
Minnesota,Lincoln,27081
Illinois,Putnam,17155
Texas,Lynn,48305
Minnesota,Cook,27031
South Dakota,Tripp,46123
Georgia,Calhoun,13037
Colorado,Lincoln,08073
Nebraska,Dixon,31051
Colorado,Bent,08011
Nebraska,Fillmore,31059
Oklahoma,Cotton,40033
Oklahoma,Greer,40055
Kansas,Washington,20201
South Dakota,Day,46037
Nebraska,Cherry,31031
Kansas,Harper,20077
Louisiana,Cameron,22023
Michigan,Luce,26095
Kansas,Norton,20137
Oklahoma,Jefferson,40067
Texas,Haskell,48207
Nebraska,Boone,31011
Illinois,Stark,17175
Minnesota,Mahnomen,27087
Texas,Floyd,48153
Kansas,Morris,20127
Texas,Hartley,48205
Alaska,Yukon-Koyukuk,02290
North Dakota,McHenry,38049
South Dakota,Walworth,46129
Missouri,Carter,29035
Nebraska,Johnson,31097
Oklahoma,Coal,40029
Texas,Delta,48119
South Dakota,Dewey,46041
Kansas,Stevens,20189
Texas,Hansford,48195
Missouri,Atchison,29005
Illinois,Alexander,17003
South Dakota,Brule,46015
Texas,Martin,48317
Alaska,Aleutians West,02016
Idaho,Lincoln,16063
West Virginia,Wirt,54105
Georgia,Warren,13301
Nebraska,Polk,31143
Illinois,Pulaski,17153
South Dakota,Kingsbury,46077
Minnesota,Big Stone,27011
Texas,Crosby,48107
Kansas,Scott,20171
Utah,Garfield,49017
Georgia,Stewart,13259
Nebraska,Sheridan,31161
New York,Hamilton,36041
Oklahoma,Beaver,40007
Tennessee,Pickett,47137
Montana,Toole,30101
Nebraska,Thayer,31169
North Dakota,Dickey,38021
Texas,Wheeler,48483
Illinois,Gallatin,17059
Kansas,Phillips,20147
Colorado,Ouray,08091
Kansas,Rooks,20163
Montana,Musselshell,30065
Illinois,Scott,17171
Virginia,Craig,51045
Colorado,Custer,08027
Alaska,Dillingham,02070
Texas,Jim Hogg,48247
Colorado,Washington,08121
Kentucky,Carlisle,21039
Arkansas,Calhoun,05013
Missouri,Scotland,29199
Missouri,Putnam,29171
Iowa,Ringgold,19159
Kansas,Republic,20157
Montana,Mineral,30061
Texas,Crane,48103
North Carolina,Hyde,37095
Nebraska,Furnas,31065
Wyoming,Hot Springs,56017
Wisconsin,Florence,55037
Idaho,Oneida,16071
Nevada,Mineral,32021
Georgia,Schley,13249
Nebraska,Morrill,31123
Pennsylvania,Cameron,42023
Nevada,Lincoln,32017
Oklahoma,Dewey,40043
Texas,Mills,48333
Colorado,Phillips,08095
Kentucky,Hickman,21105
Washington,Wahkiakum,53069
Illinois,Calhoun,17013
Idaho,Adams,16003
New Mexico,Guadalupe,35019
South Dakota,Marshall,46091
Idaho,Custer,16037
Texas,Kimble,48267
South Dakota,Deuel,46039
Wisconsin,Menominee,55078
Missouri,Holt,29087
Montana,Phillips,30071
New Mexico,Mora,35033
Minnesota,Kittson,27069
Virginia,Bath,51017
New Mexico,Hidalgo,35023
Oklahoma,Grant,40053
North Dakota,LaMoure,38045
Louisiana,Tensas,22107
Nevada,Storey,32029
Nebraska,Nuckolls,31129
Kansas,Barber,20007
New Mexico,Union,35059
Missouri,Schuyler,29197
Kentucky,Owsley,21189
Kansas,Stafford,20185
Nebraska,Valley,31175
North Dakota,Dunn,38025
Kansas,Meade,20119
South Dakota,Edmunds,46045
North Dakota,Pierce,38069
North Dakota,Wells,38103
South Dakota,Gregory,46053
Washington,Columbia,53013
Kansas,Kearny,20093
Texas,Mason,48319
Minnesota,Red Lake,27125
Mississippi,Sharkey,28125
South Dakota,Corson,46031
North Dakota,Sioux,38085
South Dakota,Clark,46025
North Dakota,Sargent,38081
Illinois,Pope,17151
Minnesota,Lake of the Woods,27077
Missouri,Knox,29103
Oklahoma,Ellis,40045
Kansas,Haskell,20081
South Dakota,Lyman,46085
Georgia,Echols,13101
Nebraska,Chase,31029
Montana,Sheridan,30091
Montana,Sweet Grass,30097
North Dakota,Cavalier,38019
Iowa,Adams,19003
Texas,Fisher,48151
Virginia,Norton,51720
Illinois,Hardin,17069
New Mexico,Catron,35003
Idaho,Lewis,16061
Kansas,Smith,20183
Texas,Hardeman,48197
Colorado,Costilla,08023
Missouri,Mercer,29129
Colorado,Baca,08009
Kansas,Osborne,20141
Texas,Baylor,48023
South Dakota,Hanson,46061
Oklahoma,Roger Mills,40129
Nebraska,Webster,31181
Alaska,Aleutians East,02013
Nebraska,Kimball,31105
South Dakota,Bennett,46007
North Carolina,Tyrrell,37177
Kansas,Chautauqua,20019
North Dakota,Foster,38031
Alaska,Petersburg,02195
Texas,Hemphill,48211
Montana,Granite,30039
Nebraska,Nance,31125
Minnesota,Traverse,27155
Texas,Sutton,48435
Texas,Knox,48275
Texas,Hudspeth,48229
Texas,Reagan,48383
Texas,Coke,48081
Texas,Donley,48129
North Dakota,Emmons,38029
Texas,Upton,48461
Oklahoma,Harper,40059
Texas,Concho,48095
Texas,Kinney,48271
Kansas,Woodson,20207
Texas,Shackelford,48417
Nebraska,Harlan,31083
South Dakota,Hand,46059
Texas,Lipscomb,48295
North Dakota,Nelson,38063
South Dakota,Stanley,46117
North Dakota,Bowman,38011
Nebraska,Sherman,31163
South Dakota,Perkins,46105
Texas,Crockett,48105
Montana,Fallon,30025
Kansas,Rush,20165
Kansas,Lincoln,20105
Kansas,Jewell,20089
California,Sierra,06091
Georgia,Glascock,13125
Nebraska,Franklin,31061
Georgia,Baker,13007
Texas,Collingsworth,48087
Nebraska,Perkins,31135
Georgia,Clay,13061
Kansas,Edwards,20047
Texas,Hall,48191
South Dakota,Jackson,46071
Texas,Real,48385
South Dakota,Douglas,46043
Kansas,Trego,20195
Kansas,Decatur,20039
Kansas,Gove,20063
Kansas,Logan,20109
Nebraska,Brown,31017
Kansas,Morton,20129
Kansas,Ness,20135
Nebraska,Hitchcock,31087
Kansas,Cheyenne,20023
Alaska,Copper River,02066
Idaho,Butte,16023
South Dakota,Aurora,46003
South Dakota,Potter,46107
Kansas,Chase,20017
Nebraska,Pawnee,31133
Kansas,Rawlins,20153
Utah,Rich,49033
Utah,Wayne,49055
Texas,Cochran,48079
North Dakota,McIntosh,38051
Kansas,Hamilton,20075
Oklahoma,Harmon,40057
Nebraska,Frontier,31063
North Dakota,Hettinger,38041
Texas,Schleicher,48413
Wyoming,Niobrara,56027
South Dakota,Ziebach,46137
Kansas,Elk,20049
Kansas,Sheridan,20179
Kansas,Kiowa,20097
Kansas,Graham,20065
Texas,Sherman,48421
Colorado,Sedgwick,08115
North Dakota,Kidder,38043
South Dakota,Sanborn,46111
Georgia,Webster,13307
North Dakota,Eddy,38027
Colorado,Dolores,08033
Alaska,Hoonah-Angoon,02105
North Dakota,Grant,38037
South Dakota,Miner,46097
Washington,Garfield,53023
North Dakota,Griggs,38039
North Dakota,Renville,38075
Oklahoma,Cimarron,40025
South Dakota,McPherson,46089
Virginia,Highland,51091
Nebraska,Greeley,31077
Kentucky,Robertson,21201
North Dakota,Divide,38023
North Dakota,Adams,38001
North Dakota,Burke,38013
Texas,Culberson,48109
Georgia,Quitman,13239
Texas,Oldham,48359
North Dakota,Towner,38095
South Dakota,Faulk,46049
Alaska,Wrangell,02275
Kansas,Wichita,20203
Alaska,Denali,02068
Michigan,Keweenaw,26083
Alaska,Haines,02100
Montana,Wheatland,30107
Kansas,Stanton,20187
Montana,Judith Basin,30045
Montana,Liberty,30051
Texas,Jeff Davis,48243
South Dakota,Mellette,46095
Oregon,Gilliam,41021
Missouri,Worth,29227
Kansas,Clark,20025
Texas,Menard,48327
Montana,Meagher,30059
Texas,Armstrong,48011
Oregon,Sherman,41055
Nebraska,Gosper,31073
South Dakota,Buffalo,46017
Nebraska,Deuel,31049
North Dakota,Logan,38047
South Dakota,Jerauld,46073
Nebraska,Garfield,31071
North Dakota,Oliver,38065
Kansas,Comanche,20033
Nebraska,Dundy,31057
Nebraska,Garden,31069
North Dakota,Steele,38091
Montana,Powder River,30075
Kansas,Hodgeman,20083
Nebraska,Boyd,31015
Utah,Piute,49031
South Dakota,Haakon,46055
Montana,McCone,30055
North Dakota,Golden Valley,38033
Colorado,Cheyenne,08017
New Mexico,De Baca,35011
Texas,Cottle,48101
Georgia,Taliaferro,13265
Nevada,Eureka,32011
Texas,Dickens,48125
Texas,Irion,48235
Montana,Daniels,30019
South Dakota,Campbell,46021
Kansas,Lane,20101
California,Alpine,06003
Kansas,Wallace,20199
Colorado,Jackson,08057
Texas,Throckmorton,48447
Oregon,Wheeler,41069
Texas,Sterling,48431
Texas,Edwards,48137
Colorado,Kiowa,08061
North Dakota,Sheridan,38083
Montana,Carter,30011
Texas,Stonewall,48433
South Dakota,Hyde,46069
South Dakota,Sully,46119
Nebraska,Rock,31149
Alaska,Skagway,02230
Texas,Briscoe,48045
Montana,Prairie,30079
Kansas,Greeley,20071
Texas,Motley,48345
Mississippi,Issaquena,28055
South Dakota,Harding,46063
Nebraska,Sioux,31165
Idaho,Camas,16025
Montana,Wibaux,30109
Texas,Foard,48155
Texas,Glasscock,48173
South Dakota,Jones,46075
Alaska,Lake and Peninsula,02164
Nebraska,Keya Paha,31103
Nevada,Esmeralda,32009
Montana,Garfield,30033
Nebraska,Hayes,31085
Colorado,Hinsdale,08053
Texas,Terrell,48443
Alaska,Bristol Bay,02060
Montana,Golden Valley,30037
North Dakota,Billings,38007
Nebraska,Logan,31113
North Dakota,Slope,38087
Colorado,Mineral,08079
Nebraska,Wheeler,31183
Texas,Roberts,48393
Idaho,Clark,16033
Colorado,San Juan,08111
Texas,Borden,48033
Montana,Treasure,30103
New Mexico,Harding,35021
Texas,McMullen,48311
Nebraska,Banner,31007
Nebraska,Hooker,31091
Nebraska,Grant,31075
Utah,Daggett,49009
Texas,Kent,48263
